trader_name,source,section,rank,est. % return,# of holdings,est. stock aum (usd),page,scraped_at
Velan Capital Investment Management LP,quiver,institutional_13f,226,+36.60%,31,"$43,426,765",1,2025-10-14T11-57-48Z
"SUVRETTA CAPITAL MANAGEMENT, LLC",quiver,institutional_13f,227,+36.53%,80,"$2,752,134,523",1,2025-10-14T11-57-48Z
Monaco Asset Management SAM,quiver,institutional_13f,228,+36.46%,57,"$227,406,553",1,2025-10-14T11-57-48Z
"Oppenheimer & Close, LLC",quiver,institutional_13f,229,+36.42%,42,"$141,427,623",1,2025-10-14T11-57-48Z
Oasis Management Co Ltd.,quiver,institutional_13f,230,+36.36%,65,"$470,644,672",1,2025-10-14T11-57-48Z
Exome Asset Management LLC,quiver,institutional_13f,231,+36.35%,44,"$170,317,757",1,2025-10-14T11-57-48Z
LITTLEJOHN & CO LLC,quiver,institutional_13f,232,+36.23%,7,"$124,228,328",1,2025-10-14T11-57-48Z
AEGIS FINANCIAL CORP,quiver,institutional_13f,233,+36.12%,20,"$167,515,592",1,2025-10-14T11-57-48Z
"Rangeley Capital, LLC",quiver,institutional_13f,234,+36.11%,49,"$74,937,018",1,2025-10-14T11-57-48Z
Headlands Technologies LLC,quiver,institutional_13f,235,+36.10%,983,"$862,000,231",1,2025-10-14T11-57-48Z
"Worth Venture Partners, LLC",quiver,institutional_13f,236,+36.05%,34,"$12,381,216",1,2025-10-14T11-57-48Z
TOYOTA MOTOR CORP|,quiver,institutional_13f,237,+36.01%,4,"$4,212,514,731",1,2025-10-14T11-57-48Z
Divisar Capital Management LLC,quiver,institutional_13f,238,+36.01%,23,"$503,295,367",1,2025-10-14T11-57-48Z
"Key Colony Management, LLC",quiver,institutional_13f,239,+35.95%,7,"$108,645,323",1,2025-10-14T11-57-48Z
Analog Century Management LP,quiver,institutional_13f,240,+35.79%,20,"$1,983,062,688",1,2025-10-14T11-57-48Z
"Catalio Capital Management, LP",quiver,institutional_13f,241,+35.67%,27,"$489,685,421",1,2025-10-14T11-57-48Z
"KINGDON CAPITAL MANAGEMENT, L.L.C.",quiver,institutional_13f,242,+35.62%,48,"$564,851,613",1,2025-10-14T11-57-48Z
"DCF Advisers, LLC",quiver,institutional_13f,243,+35.49%,64,"$239,639,526",1,2025-10-14T11-57-48Z
"Northern Right Capital Management, L.P.",quiver,institutional_13f,244,+35.40%,22,"$439,725,058",1,2025-10-14T11-57-48Z
"ADAR1 Capital Management, LLC",quiver,institutional_13f,245,+35.36%,171,"$1,052,258,969",1,2025-10-14T11-57-48Z
FINDELL CAPITAL MANAGEMENT LLC,quiver,institutional_13f,246,+35.31%,9,"$221,446,875",1,2025-10-14T11-57-48Z
Neumann Advisory Hong Kong Ltd,quiver,institutional_13f,247,+35.26%,7,"$319,594,999",1,2025-10-14T11-57-48Z
"SIMPLEX TRADING, LLC",quiver,institutional_13f,248,+35.25%,1899,"$4,104,552,281",1,2025-10-14T11-57-48Z
Darsana Capital Partners LP,quiver,institutional_13f,249,+35.24%,13,"$3,683,144,700",1,2025-10-14T11-57-48Z
Hiddenite Capital Partners LP,quiver,institutional_13f,250,+35.22%,13,"$168,042,582",1,2025-10-14T11-57-48Z
"Atreides Management, LP",quiver,institutional_13f,251,+35.19%,47,"$4,360,550,500",1,2025-10-14T11-57-48Z
Polymer Capital Management (HK) LTD,quiver,institutional_13f,252,+35.06%,124,"$633,627,682",1,2025-10-14T11-57-48Z
Amanah Holdings Trust,quiver,institutional_13f,253,+35.05%,14,"$515,111,519",1,2025-10-14T11-57-48Z
Parkman Healthcare Partners LLC,quiver,institutional_13f,254,+34.90%,81,"$960,279,347",1,2025-10-14T11-57-48Z
CAXTON ASSOCIATES LLP,quiver,institutional_13f,255,+34.83%,604,"$4,293,425,757",1,2025-10-14T11-57-48Z
MYDA Advisors LLC,quiver,institutional_13f,256,+34.66%,104,"$369,590,921",1,2025-10-14T11-57-48Z
Sicart Associates LLC,quiver,institutional_13f,257,+34.47%,67,"$303,472,271",1,2025-10-14T11-57-48Z
AUGUSTINE ASSET MANAGEMENT INC,quiver,institutional_13f,258,+34.44%,99,"$434,136,457",1,2025-10-14T11-57-48Z
Blue Owl Capital Holdings LP,quiver,institutional_13f,259,+34.38%,27,"$169,081,157",1,2025-10-14T11-57-48Z
BERNZOTT CAPITAL ADVISORS,quiver,institutional_13f,260,+34.35%,28,"$194,931,017",1,2025-10-14T11-57-48Z
PenderFund Capital Management Ltd.,quiver,institutional_13f,261,+34.14%,63,"$157,363,420",1,2025-10-14T11-57-48Z
"Caption Management, LLC",quiver,institutional_13f,262,+34.04%,458,"$1,225,378,566",1,2025-10-14T11-57-48Z
Oxbow Capital Management (HK) Ltd,quiver,institutional_13f,263,+33.99%,7,"$336,184,018",1,2025-10-14T11-57-48Z
QVT Financial LP,quiver,institutional_13f,264,+33.98%,29,"$766,505,212",1,2025-10-14T11-57-48Z
"Diametric Capital, LP",quiver,institutional_13f,265,+33.77%,215,"$160,505,680",1,2025-10-14T11-57-48Z
"EMERALD ADVISERS, LLC",quiver,institutional_13f,266,+33.75%,223,"$3,017,543,096",1,2025-10-14T11-57-48Z
WARBURG PINCUS LLC,quiver,institutional_13f,267,+33.74%,5,"$1,552,031,409",1,2025-10-14T11-57-48Z
"HAP Trading, LLC",quiver,institutional_13f,268,+33.52%,103,"$263,932,569",1,2025-10-14T11-57-48Z
"Lion Point Capital, LP",quiver,institutional_13f,269,+33.47%,11,"$9,808,172",1,2025-10-14T11-57-48Z
Monolith Management Ltd,quiver,institutional_13f,270,+33.46%,21,"$310,159,418",1,2025-10-14T11-57-48Z
EMERALD MUTUAL FUND ADVISERS TRUST,quiver,institutional_13f,271,+33.41%,183,"$1,747,139,510",1,2025-10-14T11-57-48Z
Anatole Investment Management Ltd,quiver,institutional_13f,272,+33.38%,11,"$663,920,452",1,2025-10-14T11-57-48Z
"EQUITEC PROPRIETARY MARKETS, LLC",quiver,institutional_13f,273,+33.26%,22,"$11,809,101",1,2025-10-14T11-57-48Z
"Nokomis Capital, L.L.C.",quiver,institutional_13f,274,+33.23%,36,"$247,939,560",1,2025-10-14T11-57-48Z
Resolute Advisors LLC,quiver,institutional_13f,275,+33.21%,62,"$511,561,719",1,2025-10-14T11-57-48Z
"FIFTH LANE CAPITAL, LP",quiver,institutional_13f,276,+33.16%,20,"$27,287,807",1,2025-10-14T11-57-48Z
ESSEX INVESTMENT MANAGEMENT CO LLC,quiver,institutional_13f,277,+33.16%,261,"$576,838,063",1,2025-10-14T11-57-48Z
"Sender Co & Partners, Inc.",quiver,institutional_13f,278,+33.13%,166,"$206,785,471",1,2025-10-14T11-57-48Z
"JONES ROAD CAPITAL MANAGEMENT, L.P.",quiver,institutional_13f,279,+33.06%,11,"$44,645,929",1,2025-10-14T11-57-48Z
Melqart Asset Management (UK) Ltd,quiver,institutional_13f,280,+33.00%,21,"$495,044,234",1,2025-10-14T11-57-48Z
Encompass Capital Advisors LLC,quiver,institutional_13f,281,+32.89%,53,"$2,502,910,936",1,2025-10-14T11-57-48Z
Bornite Capital Management LP,quiver,institutional_13f,282,+32.81%,30,"$917,485,892",1,2025-10-14T11-57-48Z
BROADWOOD CAPITAL INC,quiver,institutional_13f,283,+32.70%,5,"$1,126,983,220",1,2025-10-14T11-57-48Z
Central Asset Investments & Management Holdings (HK) Ltd,quiver,institutional_13f,284,+32.53%,31,"$109,317,967",1,2025-10-14T11-57-48Z
Infini Capital Management Ltd,quiver,institutional_13f,285,+32.48%,12,"$177,871,919",1,2025-10-14T11-57-48Z
"1060 Capital, LLC",quiver,institutional_13f,286,+32.36%,7,"$46,561,170",1,2025-10-14T11-57-48Z
"FORTRESS PRIVATE LEDGER, LLC",quiver,institutional_13f,287,+32.28%,167,"$238,766,082",1,2025-10-14T11-57-48Z
Talos Eurisko Asset Management LP,quiver,institutional_13f,288,+32.23%,13,"$399,940,039",1,2025-10-14T11-57-48Z
Grand Alliance Asset Management Ltd,quiver,institutional_13f,289,+32.20%,8,"$115,202,769",1,2025-10-14T11-57-48Z
Contrarius Group Holdings Ltd,quiver,institutional_13f,290,+31.94%,51,"$1,946,254,822",1,2025-10-14T11-57-48Z
Novo Holdings A|S,quiver,institutional_13f,291,+31.92%,28,"$1,705,268,415",1,2025-10-14T11-57-48Z
"BRIGADE CAPITAL MANAGEMENT, LP",quiver,institutional_13f,292,+31.91%,6,"$76,673,485",1,2025-10-14T11-57-48Z
"AJU IB Investment Co., Ltd.",quiver,institutional_13f,293,+31.87%,6,"$120,897,691",1,2025-10-14T11-57-48Z
GENDELL JEFFREY L,quiver,institutional_13f,294,+31.83%,76,"$4,893,593,079",1,2025-10-14T11-57-48Z
"HIGHLAND PEAK CAPITAL, LLC",quiver,institutional_13f,295,+31.81%,8,"$209,420,661",1,2025-10-14T11-57-48Z
Avalon Trust Co,quiver,institutional_13f,296,+31.81%,353,"$1,391,735,603",1,2025-10-14T11-57-48Z
HCEP Management Ltd,quiver,institutional_13f,297,+31.73%,8,"$153,374,012",1,2025-10-14T11-57-48Z
"Foresite Capital Management IV, LLC",quiver,institutional_13f,298,+31.70%,4,"$118,121,561",1,2025-10-14T11-57-48Z
"Dalal Street, LLC",quiver,institutional_13f,299,+31.68%,5,"$350,900,023",1,2025-10-14T11-57-48Z
SHAH CAPITAL MANAGEMENT,quiver,institutional_13f,300,+31.62%,11,"$349,127,999",1,2025-10-14T11-57-48Z
Ruffer LLP,quiver,institutional_13f,301,+31.52%,84,"$1,991,367,966",1,2025-10-14T11-57-48Z
RWC ASSET ADVISORS (US) LLC,quiver,institutional_13f,302,+31.49%,15,"$493,791,787",1,2025-10-14T11-57-48Z
COOPERMAN LEON G,quiver,institutional_13f,303,+31.47%,30,"$2,200,232,205",1,2025-10-14T11-57-48Z
"WESTERLY CAPITAL MANAGEMENT, LLC",quiver,institutional_13f,304,+31.39%,34,"$280,229,822",1,2025-10-14T11-57-48Z
Yunqi Capital Ltd,quiver,institutional_13f,305,+31.37%,3,"$106,765,358",1,2025-10-14T11-57-48Z
"ARMISTICE CAPITAL, LLC",quiver,institutional_13f,306,+31.32%,188,"$3,219,147,452",1,2025-10-14T11-57-48Z
JGP Global Gestao de Recursos Ltda.,quiver,institutional_13f,307,+31.27%,38,"$224,041,123",1,2025-10-14T11-57-48Z
"TORNO CAPITAL, LLC",quiver,institutional_13f,308,+31.25%,10,"$120,789,606",1,2025-10-14T11-57-48Z
Family CFO Inc,quiver,institutional_13f,309,+31.13%,85,"$218,102,094",1,2025-10-14T11-57-48Z
PEREGRINE INVESTMENT MANAGEMENT INC,quiver,institutional_13f,310,+31.12%,17,"$148,815,508",1,2025-10-14T11-57-48Z
"S Squared Technology, LLC",quiver,institutional_13f,311,+31.12%,32,"$254,964,628",1,2025-10-14T11-57-48Z
"Woodson Capital Management, LP",quiver,institutional_13f,312,+30.85%,20,"$499,274,465",1,2025-10-14T11-57-48Z
Rock Springs Capital Management LP,quiver,institutional_13f,313,+30.76%,74,"$1,767,777,201",1,2025-10-14T11-57-48Z
Tidal Investments LLC,quiver,institutional_13f,314,+30.76%,1516,"$14,239,666,744",1,2025-10-14T11-57-48Z
"Euro Pacific Asset Management, LLC",quiver,institutional_13f,315,+30.72%,69,"$599,573,225",1,2025-10-14T11-57-48Z
SPRUCE HOUSE INVESTMENT MANAGEMENT LLC,quiver,institutional_13f,316,+30.71%,8,"$3,311,944,675",1,2025-10-14T11-57-48Z
"Deuterium Capital Management, LLC",quiver,institutional_13f,317,+30.69%,11,"$50,868,099",1,2025-10-14T11-57-48Z
"GARNET EQUITY CAPITAL HOLDINGS, INC.",quiver,institutional_13f,318,+30.62%,15,"$151,575,646",1,2025-10-14T11-57-48Z
Steadview Capital Management LLC,quiver,institutional_13f,319,+30.46%,10,"$859,381,347",1,2025-10-14T11-57-48Z
"Lauer Wealth, LLC",quiver,institutional_13f,320,+30.45%,38,"$119,160,696",1,2025-10-14T11-57-48Z
Kepos Capital LP,quiver,institutional_13f,321,+30.45%,8,"$9,035,767",1,2025-10-14T11-57-48Z
JOHN G ULLMAN & ASSOCIATES INC,quiver,institutional_13f,322,+30.43%,156,"$717,529,821",1,2025-10-14T11-57-48Z
SILVERBACK ASSET MANAGEMENT LLC,quiver,institutional_13f,323,+30.38%,6,"$12,775,055",1,2025-10-14T11-57-48Z
"Eversept Partners, LP",quiver,institutional_13f,324,+30.35%,63,"$1,128,765,868",1,2025-10-14T11-57-48Z
"First Turn Management, LLC",quiver,institutional_13f,325,+30.22%,33,"$620,387,935",1,2025-10-14T11-57-48Z
"Sio Capital Management, LLC",quiver,institutional_13f,326,+29.98%,34,"$223,818,485",1,2025-10-14T11-57-48Z
DeepCurrents Investment Group LLC,quiver,institutional_13f,327,+29.97%,32,"$100,944,216",1,2025-10-14T11-57-48Z
VAN ECK ASSOCIATES CORP,quiver,institutional_13f,328,+29.96%,1201,"$98,188,874,181",1,2025-10-14T11-57-48Z
"GeoSphere Capital Management, LLC",quiver,institutional_13f,329,+29.91%,35,"$103,755,750",1,2025-10-14T11-57-48Z
Arbiter Partners Capital Management LLC,quiver,institutional_13f,330,+29.85%,23,"$116,752,547",1,2025-10-14T11-57-48Z
Bleichroeder LP,quiver,institutional_13f,331,+29.71%,37,"$355,149,387",1,2025-10-14T11-57-48Z
"Massar Capital Management, LP",quiver,institutional_13f,332,+29.66%,83,"$115,727,687",1,2025-10-14T11-57-48Z
"Sloy Dahl & Holst, LLC",quiver,institutional_13f,333,+29.66%,94,"$816,145,759",1,2025-10-14T11-57-48Z
Lingotto Investment Management LLP,quiver,institutional_13f,334,+29.58%,35,"$4,341,801,413",1,2025-10-14T11-57-48Z
MASTERS CAPITAL MANAGEMENT LLC,quiver,institutional_13f,335,+29.58%,38,"$587,299,328",1,2025-10-14T11-57-48Z
SYMMETRY PEAK MANAGEMENT LLC,quiver,institutional_13f,336,+29.56%,22,"$8,999,208",1,2025-10-14T11-57-48Z
"Clientfirst Wealth Management, LLC",quiver,institutional_13f,337,+29.55%,46,"$122,220,263",1,2025-10-14T11-57-48Z
"Science & Technology Partners, L.P.",quiver,institutional_13f,338,+29.52%,41,"$437,142,560",1,2025-10-14T11-57-48Z
Regal Partners Ltd,quiver,institutional_13f,339,+29.46%,64,"$1,291,587,843",1,2025-10-14T11-57-48Z
TFG Asset Management GP Ltd,quiver,institutional_13f,340,+29.45%,27,"$381,766,350",1,2025-10-14T11-57-48Z
"Indaba Capital Management, L.P.",quiver,institutional_13f,341,+29.41%,6,"$51,870,752",1,2025-10-14T11-57-48Z
"Philadelphia Financial Management of San Francisco, LLC",quiver,institutional_13f,342,+29.40%,39,"$437,485,634",1,2025-10-14T11-57-48Z
ARK Investment Management LLC,quiver,institutional_13f,343,+29.38%,165,"$14,254,680,788",1,2025-10-14T11-57-48Z
"Summit Street Capital Management, LLC",quiver,institutional_13f,344,+29.37%,25,"$630,020,731",1,2025-10-14T11-57-48Z
Sarissa Capital Management LP,quiver,institutional_13f,345,+29.35%,7,"$177,855,943",1,2025-10-14T11-57-48Z
"Greenstone Partners & Co., LLC",quiver,institutional_13f,346,+29.32%,10,"$481,526,887",1,2025-10-14T11-57-48Z
Quantessence Capital LLC,quiver,institutional_13f,347,+29.30%,169,"$265,333,620",1,2025-10-14T11-57-48Z
Sphera Management Technology Funds Ltd,quiver,institutional_13f,348,+29.25%,53,"$157,914,691",1,2025-10-14T11-57-48Z
SLT Holdings LLC,quiver,institutional_13f,349,+29.04%,91,"$131,201,123",1,2025-10-14T11-57-48Z
Trivest Advisors Ltd,quiver,institutional_13f,350,+28.99%,29,"$2,528,560,669",1,2025-10-14T11-57-48Z
"Gagnon Advisors, LLC",quiver,institutional_13f,351,+28.94%,22,"$145,791,079",1,2025-10-14T11-57-48Z
Pureheart Capital Pte Ltd.,quiver,institutional_13f,352,+28.85%,8,"$758,938,520",1,2025-10-14T11-57-48Z
Cape Ann Asset Management Ltd,quiver,institutional_13f,353,+28.85%,8,"$278,191,205",1,2025-10-14T11-57-48Z
Sanofi,quiver,institutional_13f,354,+28.85%,5,"$186,670,159",1,2025-10-14T11-57-48Z
Covalis Capital LLP,quiver,institutional_13f,355,+28.84%,48,"$821,194,272",1,2025-10-14T11-57-48Z
"DEERFIELD MANAGEMENT COMPANY, L.P.",quiver,institutional_13f,356,+28.73%,109,"$5,715,776,985",1,2025-10-14T11-57-48Z
Alta Fundamental Advisers LLC,quiver,institutional_13f,357,+28.73%,10,"$129,912,583",1,2025-10-14T11-57-48Z
"7G CAPITAL MANAGEMENT, LLC",quiver,institutional_13f,358,+28.71%,5,"$125,861,500",1,2025-10-14T11-57-48Z
Discovery Value Fund,quiver,institutional_13f,359,+28.70%,3,"$63,213,948",1,2025-10-14T11-57-48Z
"ASK CAPITAL MANAGEMENT, LLC",quiver,institutional_13f,360,+28.68%,4,"$618,733,522",1,2025-10-14T11-57-48Z
"Once Capital Management, LLC",quiver,institutional_13f,361,+28.64%,13,"$357,163,820",1,2025-10-14T11-57-48Z
Anson Funds Management LP,quiver,institutional_13f,362,+28.62%,77,"$414,686,051",1,2025-10-14T11-57-48Z
"INTEGRITY WEALTH ADVISORS, INC.",quiver,institutional_13f,363,+28.58%,57,"$143,580,730",1,2025-10-14T11-57-48Z
"Kerrisdale Advisers, LLC",quiver,institutional_13f,364,+28.55%,53,"$205,828,577",1,2025-10-14T11-57-48Z
HighVista Strategies LLC,quiver,institutional_13f,365,+28.53%,118,"$258,746,224",1,2025-10-14T11-57-48Z
AI-Squared Management Ltd,quiver,institutional_13f,366,+28.51%,6,"$28,028,324",1,2025-10-14T11-57-48Z
"BARINGTON CAPITAL GROUP, L.P.",quiver,institutional_13f,367,+28.51%,8,"$132,431,495",1,2025-10-14T11-57-48Z
Washington Harbour Partners LP,quiver,institutional_13f,368,+28.47%,23,"$37,945,452",1,2025-10-14T11-57-48Z
Impala Asset Management LLC,quiver,institutional_13f,369,+28.41%,13,"$203,645,619",1,2025-10-14T11-57-48Z
RAFFLES ASSOCIATES LP,quiver,institutional_13f,370,+28.18%,35,"$96,171,700",1,2025-10-14T11-57-48Z
"Long Focus Capital Management, LLC",quiver,institutional_13f,371,+28.12%,73,"$1,571,636,931",1,2025-10-14T11-57-48Z
TB Alternative Assets Ltd.,quiver,institutional_13f,372,+28.12%,36,"$591,657,310",1,2025-10-14T11-57-48Z
Pinnacle Investment Management Ltd,quiver,institutional_13f,373,+28.06%,12,"$16,926,185",1,2025-10-14T11-57-48Z
Cinctive Capital Management LP,quiver,institutional_13f,374,+27.99%,290,"$1,720,224,313",1,2025-10-14T11-57-48Z
P SCHOENFELD ASSET MANAGEMENT LP,quiver,institutional_13f,375,+27.93%,9,"$147,348,004",1,2025-10-14T11-57-48Z
"Manatuck Hill Partners, LLC",quiver,institutional_13f,376,+27.91%,91,"$264,027,270",1,2025-10-14T11-57-48Z
DRIEHAUS CAPITAL MANAGEMENT LLC,quiver,institutional_13f,377,+27.82%,314,"$11,874,153,173",1,2025-10-14T11-57-48Z
SUMMER ROAD LLC,quiver,institutional_13f,378,+27.78%,23,"$166,685,652",1,2025-10-14T11-57-48Z
"Cove Street Capital, LLC",quiver,institutional_13f,379,+27.76%,80,"$70,165,902",1,2025-10-14T11-57-48Z
"ARS Investment Partners, LLC",quiver,institutional_13f,380,+27.71%,160,"$1,302,117,602",1,2025-10-14T11-57-48Z
ORBIMED ADVISORS LLC,quiver,institutional_13f,381,+27.68%,86,"$4,072,058,188",1,2025-10-14T11-57-48Z
Potrero Capital Research LLC,quiver,institutional_13f,382,+27.65%,14,"$169,879,562",1,2025-10-14T11-57-48Z
Neo Ivy Capital Management,quiver,institutional_13f,383,+27.63%,316,"$324,312,438",1,2025-10-14T11-57-48Z
Q Fund Management (Hong Kong) Ltd,quiver,institutional_13f,384,+27.54%,17,"$120,174,672",1,2025-10-14T11-57-48Z
Crocodile Capital Partners GmbH,quiver,institutional_13f,385,+27.51%,10,"$73,017,070",1,2025-10-14T11-57-48Z
Maytree Asset Management Ltd,quiver,institutional_13f,386,+27.48%,7,"$52,596,039",1,2025-10-14T11-57-48Z
"First Light Asset Management, LLC",quiver,institutional_13f,387,+27.47%,36,"$831,076,870",1,2025-10-14T11-57-48Z
Tejara Capital Ltd,quiver,institutional_13f,388,+27.44%,57,"$186,005,611",1,2025-10-14T11-57-48Z
Deer Management Co. LLC,quiver,institutional_13f,389,+27.44%,8,"$1,420,045,549",1,2025-10-14T11-57-48Z
PEAK6 LLC,quiver,institutional_13f,390,+27.43%,633,"$2,579,699,770",1,2025-10-14T11-57-48Z
WT Asset Management Ltd,quiver,institutional_13f,391,+27.43%,26,"$1,511,136,912",1,2025-10-14T11-57-48Z
TLS Advisors LLC,quiver,institutional_13f,392,+27.43%,12,"$28,041,401",1,2025-10-14T11-57-48Z
"Krensavage Asset Management, LLC",quiver,institutional_13f,393,+27.39%,13,"$202,101,461",1,2025-10-14T11-57-48Z
Ranmore Fund Management Ltd,quiver,institutional_13f,394,+27.38%,12,"$248,044,553",1,2025-10-14T11-57-48Z
"Toronado Partners, LLC",quiver,institutional_13f,395,+27.35%,11,"$168,782,405",1,2025-10-14T11-57-48Z
Ion Asset Management Ltd.,quiver,institutional_13f,396,+27.33%,53,"$1,920,383,820",1,2025-10-14T11-57-48Z
KEYWISE CAPITAL MANAGEMENT (HK) Ltd,quiver,institutional_13f,397,+27.29%,13,"$1,391,250,427",1,2025-10-14T11-57-48Z
Avidity Partners Management LP,quiver,institutional_13f,398,+27.26%,40,"$391,491,556",1,2025-10-14T11-57-48Z
"Electron Capital Partners, LLC",quiver,institutional_13f,399,+27.19%,33,"$2,164,186,893",1,2025-10-14T11-57-48Z
"Vident Advisory, LLC",quiver,institutional_13f,400,+27.17%,1439,"$9,113,321,068",1,2025-10-14T11-57-48Z
Board of Trustees of The Leland Stanford Junior University,quiver,institutional_13f,401,+27.09%,14,"$1,055,984,967",1,2025-10-14T11-57-48Z
"CM Management, LLC",quiver,institutional_13f,402,+27.09%,55,"$107,454,402",1,2025-10-14T11-57-48Z
"Searchlight Capital Partners, L.P.",quiver,institutional_13f,403,+26.86%,3,"$118,376,491",1,2025-10-14T11-57-48Z
Zweig-DiMenna Associates LLC,quiver,institutional_13f,404,+26.79%,70,"$946,640,753",1,2025-10-14T11-57-48Z
Walleye Trading LLC,quiver,institutional_13f,405,+26.78%,812,"$4,202,961,047",1,2025-10-14T11-57-48Z
GMT CAPITAL CORP,quiver,institutional_13f,406,+26.61%,68,"$2,850,380,423",1,2025-10-14T11-57-48Z
Triata Capital Ltd,quiver,institutional_13f,407,+26.59%,15,"$638,444,051",1,2025-10-14T11-57-48Z
BERKSHIRE CAPITAL HOLDINGS INC,quiver,institutional_13f,408,+26.57%,90,"$328,217,599",1,2025-10-14T11-57-48Z
325 CAPITAL LLC,quiver,institutional_13f,409,+26.55%,8,"$243,402,731",1,2025-10-14T11-57-48Z
Ariose Capital Management Ltd,quiver,institutional_13f,410,+26.53%,16,"$134,735,246",1,2025-10-14T11-57-48Z
Artemis Investment Management LLP,quiver,institutional_13f,411,+26.41%,167,"$7,489,150,417",1,2025-10-14T11-57-48Z
Orland Properties Ltd,quiver,institutional_13f,412,+26.37%,6,"$94,268,798",1,2025-10-14T11-57-48Z
Orion Investment Co,quiver,institutional_13f,413,+26.35%,68,"$312,263,978",1,2025-10-14T11-57-48Z
"KIM, LLC",quiver,institutional_13f,414,+26.33%,15,"$185,559,965",1,2025-10-14T11-57-48Z
"Defender Capital, LLC.",quiver,institutional_13f,415,+26.27%,31,"$207,138,620",1,2025-10-14T11-57-48Z
"Maytus Capital Management, LLC",quiver,institutional_13f,416,+26.26%,62,"$572,136,227",1,2025-10-14T11-57-48Z
"CoreCommodity Management, LLC",quiver,institutional_13f,417,+26.21%,122,"$697,749,978",1,2025-10-14T11-57-48Z
Jefferies Financial Group Inc.,quiver,institutional_13f,418,+26.20%,737,"$5,579,069,512",1,2025-10-14T11-57-48Z
Sullivan Wood Capital Management LLC,quiver,institutional_13f,419,+26.11%,15,"$22,668,585",1,2025-10-14T11-57-48Z
BAUPOST GROUP LLC|MA,quiver,institutional_13f,420,+26.07%,14,"$2,754,933,308",1,2025-10-14T11-57-48Z
"HARBERT FUND ADVISORS, INC.",quiver,institutional_13f,421,+25.85%,18,"$32,659,952",1,2025-10-14T11-57-48Z
BlackBarn Capital Partners LP,quiver,institutional_13f,422,+25.80%,19,"$364,430,444",1,2025-10-14T11-57-48Z
Valliance Asset Management Ltd,quiver,institutional_13f,423,+25.76%,4,"$15,705,584",1,2025-10-14T11-57-48Z
